0	5.634045
0	5.065130
0	4.485396
0	4.706692
0	4.064698
0	4.295655
0	3.912324
0	3.418637
0	3.702523
0	4.277108
0	3.915506
0	3.659466
0	3.541939
0	3.571796
0	3.469678
0	2.915421
1	3.374956
1	2.687449
1	2.964867
1	2.721403
1	2.809071
1	2.822495
1	2.926830
1	2.402367
1	2.464701
1	2.227593
1	2.726173
1	2.733689
1	2.656204
1	2.221594
1	2.240565
1	2.131079
1	2.373513
2	2.366696
2	1.964458
2	1.987764
2	2.138566
2	2.410563
2	2.098959
2	2.078124
2	1.731595
2	2.079777
2	1.942983
2	1.904592
2	1.997240
2	2.049220
2	1.779382
2	1.793010
2	2.347406
3	1.863931
3	1.811396
3	1.865254
3	1.982802
3	1.697550
3	1.744076
3	1.734941
3	1.773874
3	1.715728
3	1.536797
3	1.586427
3	1.537921
3	1.858367
3	1.624500
3	1.649792
3	1.806883
3	1.719806
4	1.677349
4	1.706366
4	1.492591
4	1.535029
4	1.586293
4	1.566791
4	1.420179
4	1.635588
4	1.640974
4	1.559387
4	1.609478
4	2.040900
4	1.489184
4	1.504673
4	1.374455
4	1.375712
5	1.409181
5	1.494750
5	1.469609
5	1.573346
5	1.351515
5	1.467182
5	1.373255
5	1.676955
5	1.457316
5	1.388996
5	1.378085
5	1.904151
5	1.485633
5	1.465917
5	1.570673
5	1.388007
5	1.452042
6	1.248614
6	1.527074
6	1.458718
6	1.375786
6	1.420277
6	1.372333
6	1.266579
6	1.625231
6	1.420923
6	1.524026
6	1.566878
6	1.523650
6	1.347654
6	1.445383
6	1.291745
6	1.423787
7	1.228845
7	1.294686
7	1.332658
7	1.523714
7	1.629121
7	1.315693
7	1.369109
7	1.379930
7	1.271935
7	1.360790
7	1.825003
7	1.381052
7	1.230089
7	1.423921
7	1.510914
7	1.324542
7	1.310227
8	1.259565
8	1.137403
8	1.477091
8	1.407136
8	2.128431
8	1.380582
8	1.298277
8	1.265010
8	1.275930
8	1.328252
8	1.148703
8	1.229249
8	1.347386
8	1.360767
8	1.223625
8	1.244233
9	1.200586
9	1.083938
9	1.197585
9	1.189923
9	1.158964
9	1.320920
9	1.289516
9	1.239334
9	1.307861
9	1.173617
9	1.152075
9	1.276034
9	2.188137
9	1.290783
9	1.327671
9	1.182287
9	1.344895
10	1.077318
10	1.109554
10	1.361764
10	1.270973
10	1.235778
10	1.213945
10	1.151217
10	1.132011
10	1.046119
10	1.118855
10	1.061689
10	1.158584
10	1.097167
10	1.112230
10	1.181087
10	1.081208
11	1.169672
11	1.075158
11	1.098923
11	1.487157
11	1.164308
11	1.014162
11	1.090095
11	1.137892
11	1.143395
11	1.213105
11	1.102432
11	1.073400
11	1.085923
11	1.091241
11	1.056744
11	1.056294
11	1.078992
12	1.143612
12	1.288099
12	1.237938
12	1.279046
12	1.218930
12	1.338122
12	1.392672
12	1.078066
12	1.085573
12	1.073320
12	0.935115
12	1.087999
12	1.208188
12	1.125743
12	1.125488
12	1.002780
13	1.080513
13	1.069246
13	1.007599
13	0.965593
13	1.362307
13	1.086313
13	1.021636
13	1.232329
13	1.162438
13	1.004328
13	1.039426
13	1.180521
13	1.122323
13	1.005285
13	1.034510
13	1.129534
13	1.208741
14	0.927064
14	1.156827
14	1.145755
14	1.017880
14	1.037980
14	0.985131
14	1.070781
14	1.217115
14	1.050681
14	1.021478
14	1.028281
14	1.092079
14	1.041054
14	0.895755
14	0.975503
14	1.003824
15	1.018386
15	1.108865
15	1.039888
15	1.046496
15	0.979968
15	1.018451
15	1.035127
15	1.118032
15	1.101219
15	1.049270
15	1.039817
15	1.118719
15	1.074360
15	1.355447
15	0.940664
15	0.932349
15	0.940099
16	0.945808
16	0.897659
16	0.990230
16	1.039876
16	0.962694
16	1.222585
16	0.876748
16	1.040109
16	1.026394
16	1.131374
16	0.969596
16	1.167496
16	0.980412
16	1.009558
16	1.032864
16	1.032172
17	0.985752
17	1.008688
17	1.060263
17	1.107980
17	1.354855
17	1.056463
17	0.964963
17	0.923249
17	1.162998
17	1.033894
17	1.029727
17	1.023248
17	1.022126
17	0.993259
17	0.924494
17	0.942076
17	0.961083
18	0.911618
18	1.348893
18	0.926480
18	1.063661
18	1.208419
18	0.955999
18	1.017132
18	0.906939
18	0.963667
18	0.920815
18	0.900741
18	0.882630
18	1.355165
18	0.971670
18	1.040120
18	0.938185
19	0.934847
19	0.885537
19	0.884759
19	0.955294
19	1.076409
19	0.928449
19	1.090388
19	1.001255
19	1.377675
19	0.890474
19	1.009528
19	1.050467
19	0.983754
19	0.859949
19	0.869116
19	0.859746
19	0.993129
20	0.919306
20	1.334325
20	0.955426
20	0.853281
20	0.821445
20	0.936217
20	0.935998
20	0.869225
20	1.246623
20	0.921123
20	0.898234
20	0.873993
20	0.825002
20	0.876512
20	0.937465
20	0.919818
21	0.839160
21	0.877030
21	0.924007
21	0.952152
21	1.141387
21	0.870642
21	0.943412
21	0.898815
21	1.066592
21	0.994297
21	1.101357
21	1.011951
21	0.859673
21	0.936543
21	0.928065
21	0.926962
21	0.872295
22	0.968427
22	0.923158
22	0.815823
22	0.989702
22	0.953706
22	0.866612
22	0.880377
22	0.859909
22	0.879081
22	1.043417
22	1.023072
22	0.830798
22	0.861740
22	0.883349
22	0.945858
22	0.934872
23	0.925910
23	0.903191
23	0.777252
23	0.855048
23	1.054749
23	0.860209
23	0.835216
23	0.878364
23	0.893568
23	1.067013
23	0.858932
23	0.803879
23	0.802979
23	0.783379
23	0.905808
23	0.833781
23	0.903720
24	0.954185
24	1.024175
24	0.807177
24	0.865611
24	1.032221
24	0.881910
24	0.853667
24	0.915946
24	0.896709
24	0.788450
24	0.865461
24	0.842598
24	0.892140
24	0.738371
24	0.891585
24	0.804831
25	0.888223
25	1.243986
25	0.870882
25	0.874021
25	0.790726
25	0.768778
25	0.864997
25	0.855203
25	0.817138
25	0.857531
25	0.818339
25	0.824939
25	0.853082
25	0.796803
25	0.799487
25	0.842197
25	0.887625
26	0.886495
26	0.777538
26	0.799589
26	0.786331
26	0.841547
26	0.869317
26	0.796571
26	0.862469
26	0.883218
26	1.034151
26	0.827775
26	1.124698
26	0.830585
26	0.817791
26	0.916809
26	0.783280
27	0.995169
27	0.785068
27	0.880812
27	0.912397
27	0.761860
27	0.874605
27	0.922941
27	0.830101
27	1.047315
27	0.864151
27	1.028625
27	0.936199
27	0.755727
27	0.930635
27	0.926299
27	0.808869
27	0.882677
28	0.837341
28	0.829735
28	0.964488
28	0.845480
28	0.814871
28	0.748480
28	0.768171
28	0.786355
28	0.732390
28	0.834151
